Horizontal,Vertical,Time,Temperature,Degradation,RPM,Load
"[11355.959487640766, 27.832970270664607, 0.7874533707211999, 0.037883893304486715, -0.08750685227225814, -0.014466, 0.26308853043034774]","[19655.47078809254, 27.832970270664607, 0.7295367618514683, 0.09277602666707807, -0.11224524332519209, 0.008055000000000001, 0.36908789193767927]",271.13281,112.374,0.5880028523919124,1650.0,4200.0
"[9072.525929548938, 28.460495563154176, 0.6860658740136216, 0.354602504728446, -0.08792903609436893, -0.014193999999999998, 0.2599363852253085]","[20051.961768767254, 28.460495563154176, 0.758687760679592, 0.22468054544523053, 0.049070886133588974, 0.009204999999999998, 0.3850470503393059]",271.17188,112.374,0.5880868976259511,1650.0,4200.0
"[8941.028365676011, 29.10216911179048, 0.6832973310887037, 0.24365987821101687, -0.055322255045255384, 0.006067999999999998, 0.2763245182317342]","[19508.509446397144, 29.10216911179048, 0.738657127454005, 0.2977330044600772, 0.08276735846920502, -0.0028539999999999976, 0.38430856701874344]",271.21094,112.374,0.5881709214470119,1650.0,4200.0
"[8849.946593890669, 29.10216911179048, 0.7680372185089407, 0.13760412640496478, 0.06490925457827201, 0.006064999999999997, 0.2614381471304446]","[17269.94228454826, 29.10216911179048, 0.7070099239948278, 0.2818024368017431, -0.05768829852184417, -0.0026909999999999963, 0.359606623296902]",271.25,112.374,0.5882549453665318,1650.0,4200.0
"[11723.895040789435, 28.460495563154176, 0.7625326045063172, 0.14260378155385212, 0.0922037323793984, 0.0018050000000000006, 0.26650675221277226]","[18855.840689631503, 21.779486287708007, 0.6710201838140756, 0.8324646057786103, 0.1055536327727198, -0.0013019999999999991, 0.37382368677760375]",271.28906,112.374,0.5883389693845109,1650.0,4200.0
"[11346.933940228504, 28.460495563154176, 0.8205799562332554, -0.06437229602276995, -0.012833881697507647, 0.00678, 0.28228328962232246]","[20032.175215880437, 28.460495563154176, 0.7065065008703748, 0.645203637827322, 0.11746460723436504, -0.004663000000000002, 0.38509812701569973]",271.32812,112.374,0.5884229935009494,1650.0,4200.0
"[9381.330257188512, 27.832970270664607, 0.8361772001180195, -0.034302647295134214, -0.11684382375932377, -0.0029280000000000018, 0.28594426172944964]","[16700.634782846457, 22.772642910514104, 0.7185168496406475, 0.19337064582554753, -0.027293349154169623, -0.0018050000000000026, 0.34911959122197656]",271.36719,112.374,0.588507039227436,1650.0,4200.0
"[13950.198441994833, 27.832970270664607, 0.7663494286695335, 0.184850696573025, -0.22767063985506855, -0.0006730000000000027, 0.2802016453752547]","[16707.43856335346, 28.460495563154176, 0.7146628978286436, 0.11100000918545883, 0.008062222086845596, 0.007530000000000001, 0.34233607624671986]",271.40625,112.374,0.5885910635408188,1650.0,4200.0
"[18762.817832792854, 29.10216911179048, 0.80608035029371, 0.05612538495710817, -0.2178573506325685, 0.009302999999999999, 0.275027771672244]","[19895.132973731477, 22.772642910514104, 0.690395034684207, 0.3585737357242844, 0.012938279960163635, 0.005383, 0.3703068299545662]",271.44531,112.374,0.5886750879526615,1650.0,4200.0
"[14086.625490115455, 27.21928127950858, 0.8526164523453355, -0.2129088305542357, -0.02200962391428756, 5.0999999999996605e-05, 0.27746447412056197]","[19038.779426480767, 22.772642910514104, 0.7067013118287251, 0.15887878599964456, 0.01020216631509539, 0.0027630000000000037, 0.38161975424629163]",271.48438,112.374,0.5887591339746281,1650.0,4200.0
"[12191.390052471746, 27.832970270664607, 0.7045422941420266, 0.12220712646552023, 0.0075330943934473205, 0.005778999999999996, 0.2651455112933274]","[19508.840622479052, 29.10216911179048, 0.8806833858099617, -0.18365332404453394, -0.010950114237321746, 0.002694000000000001, 0.376714255589034]",271.52344,112.374,0.5888431585834158,1650.0,4200.0
"[14928.717132546166, 28.460495563154176, 0.6961875635259294, 0.28958706039543847, -0.028232610402029297, 0.013545000000000001, 0.2571230094235053]","[18378.600376941988, 28.460495563154176, 0.7809642283928808, 0.05374597967535344, -0.0015099462818043156, -0.0005489999999999977, 0.360024865250999]",271.5625,112.374,0.5889271832906637,1650.0,4200.0
"[15461.784853004021, 28.460495563154176, 0.7881408937039704, 0.2415663790964362, -0.129312269123203, -0.0045409999999999956, 0.2609693972844325]","[18285.18713218145, 28.460495563154176, 0.7932683428889992, -0.0680151966674325, -0.015018755800245006, 0.009141000000000002, 0.35724260260920726]",271.60156,112.374,0.5890112080963719,1650.0,4200.0
"[12920.861236167988, 28.460495563154176, 0.7043770912199547, 0.28309425646510356, -0.1809444521549714, -0.002905999999999997, 0.2539364313445394]","[18276.37465208209, 28.460495563154176, 0.875934805648759, -0.21156958599296516, 0.0026144784322210714, 0.010530999999999999, 0.35790056306046797]",271.64062,112.374,0.5890952330005401,1650.0,4200.0
"[13614.122378620983, 27.832970270664607, 0.7371766220829445, 0.19048729160245825, -0.09832438505823418, -0.011164000000000002, 0.2519957323130691]","[18351.274716180367, 27.832970270664607, 0.8082662177477873, 0.16348220447959738, 0.058570778345495976, 0.0070570000000000025, 0.3679155252921518]",271.67969,112.374,0.5891792795149591,1650.0,4200.0
"[13319.479244627122, 27.832970270664607, 0.7865463963899461, 0.11198094833239614, 0.09139220399771544, -0.007093, 0.25629653597151875]","[20672.006751116736, 27.21928127950858, 0.6623347815713011, 0.5179732153957253, -0.10236234016078605, 0.010996000000000002, 0.3844258810017869]",271.71875,112.374,0.5892633046160738,1650.0,4200.0
"[10369.405708737711, 28.460495563154176, 0.7515540825205382, 0.012975627051558192, 0.026310236927192504, 0.017659999999999995, 0.2527512935674118]","[20970.37517420454, 28.460495563154176, 0.6888641063205798, 0.281765333545859, -0.07298779427570368, 0.010231999999999996, 0.3824337199777237]",271.75781,112.374,0.5893473298156491,1650.0,4200.0
"[11608.532861891184, 28.460495563154176, 0.68843005712338, 0.3732683303989477, -0.19403667274765998, 0.003699, 0.2596577408801825]","[17913.615996302204, 28.460495563154176, 0.8584264355929515, -0.06702355725376163, 0.06293571336560663, 0.008171, 0.36248568490217653]",271.79688,112.374,0.5894313766255507,1650.0,4200.0
"[11000.22938501387, 28.460495563154176, 0.7796278881008925, 0.18846052203528574, -0.12261356078270769, 0.002764999999999998, 0.26271911573960505]","[17082.53504713109, 28.460495563154176, 0.5216111514070945, 0.5309197462766044, -0.023547542412048008, 0.009836000000000001, 0.34724618803379254]",271.83594,112.374,0.5895154020220731,1650.0,4200.0
"[12868.497406826353, 27.21928127950858, 0.7515315382719381, -0.028200013979453598, 0.037000863774282966, -0.00044000000000000305, 0.27565336638611904]","[19643.2738194314, 22.270529046352106, 0.524633911243152, 0.6876589423278068, 0.023382935067641025, 0.007980000000000003, 0.36354039610475203]",271.875,112.374,0.5895994275170563,1650.0,4200.0
"[14134.773895454457, 27.21928127950858, 0.7966555757457944, 0.06397261217223749, 0.03318967394795659, -0.0036190000000000033, 0.2742885302724122]","[20166.497376307725, 38.02946240066889, 0.5820433142361762, 0.5939382624408038, -0.04718197107372139, 0.009327000000000004, 0.37134533263661734]",271.91406,112.374,0.5896834531105006,1650.0,4200.0
"[14044.282042872059, 26.6191235131627, 0.8438590299518495, -0.10764900352410489, -0.011115966877556217, 0.01277, 0.2773088154026121]","[20164.95763238462, 28.460495563154176, 0.7889653721122203, 0.23284452026579938, -0.1679907723423029, 0.006639000000000001, 0.3694107776974029]",271.95312,112.374,0.5897674788024063,1650.0,4200.0
"[12001.85866077411, 28.460495563154176, 0.8109993223497651, 0.02424264965157441, -0.008781623049398462, 0.03163, 0.27683795458715554]","[19361.965438641833, 20.829643042330236, 0.8346295851042778, -0.09631456293860152, -0.101411678501981, -0.002241999999999999, 0.3701125442834922]",271.99219,112.374,0.5898515261047649,1650.0,4200.0
"[10855.45191103206, 26.6191235131627, 0.786828143577106, 0.05192081820329841, 0.05268237444659721, 0.042363, 0.2532551899389231]","[18623.004871822828, 37.19095101694245, 0.8000665013918697, 0.015077656608326162, -0.06444448860130295, 0.00040900000000000094, 0.3594560553377839]",272.03125,112.374,0.5899355519936187,1650.0,4200.0
"[11218.38260825811, 27.832970270664607, 0.7650057815944769, 0.045782560616372425, -0.021602256599564745, 0.039768, 0.268756406762704]","[17607.9511774342, 27.832970270664607, 0.7788138646720664, 0.040198374087156985, 0.05696739887030161, 0.0008909999999999991, 0.3557691626869873]",272.07031,112.374,0.590019577980934,1650.0,4200.0
"[10662.865142594997, 27.832970270664607, 0.7562541853063165, 0.19515288768800998, -0.10405324985758488, 0.037162999999999995, 0.27458102343570645]","[19083.51161639812, 20.829643042330236, 0.6567530475698597, 0.4040502224610196, 0.06297584994071988, 0.0016569999999999979, 0.3776786270773076]",272.10938,112.374,0.5901036255787782,1650.0,4200.0
"[11825.927213037532, 27.832970270664607, 0.7810291378496532, 0.0869073517911696, -0.0776130297213579, 0.028249000000000003, 0.26564176817473567]","[20493.087399106036, 28.460495563154176, 0.6797027976740101, 0.3541587018764236, -0.01815225055789, 0.0015460000000000003, 0.3866922909549659]",272.14844,112.374,0.5901876517630422,1650.0,4200.0
"[13687.242868805808, 28.460495563154176, 0.8584790924863721, -0.2888259645784137, -0.0048530106080451, 0.010313000000000003, 0.27020281092357273]","[20453.876992254896, 27.832970270664607, 0.7191471018431648, 0.13453888956545024, 0.009362908078090277, 0.004974000000000001, 0.38475329930229324]",272.1875,112.374,0.5902716780457683,1650.0,4200.0
"[11573.005041237038, 28.460495563154176, 0.8068003830955601, -0.0800256947774054, 0.028586871468828795, -0.013869, 0.2755062791280809]","[21704.65145269069, 28.460495563154176, 0.7084316798332062, 0.25386118485589204, -0.015646233099511755, 0.008027999999999997, 0.3873434667268831]",272.22656,112.374,0.5903557044269563,1650.0,4200.0
"[11514.774499750567, 27.832970270664607, 0.7484374126433939, 0.1361351031529523, 0.02887092067482722, -0.012580000000000003, 0.27741869006972114]","[19393.62530336621, 27.832970270664607, 0.6860911801018282, 0.48762396443711964, 0.08118091560240173, 0.007927000000000002, 0.37409043247722873]",272.26562,112.374,0.5904397309066065,1650.0,4200.0
"[11202.49346266498, 28.460495563154176, 0.8316698562185709, -0.12052874054194129, 0.06913952225086771, -0.007723, 0.276600969396349]","[19171.17275149911, 28.460495563154176, 0.600389579658158, 0.7372087937380765, 0.08543426282034267, 0.006006000000000002, 0.37604332192448253]",272.30469,112.374,0.5905237789969124,1650.0,4200.0
"[10063.997720970317, 28.460495563154176, 0.8255292105298057, -0.12379434520634902, 0.06669680684979186, 0.006275, 0.2612812036389147]","[18412.381247049525, 22.772642910514104, 0.5891588489676348, 0.5172934309702897, -0.04842307917204933, 0.0005059999999999998, 0.3659262384197121]",272.34375,112.374,0.5906078056735126,1650.0,4200.0
"[11637.420261901443, 29.10216911179048, 0.8539432500402206, -0.054456387967261044, -0.10672816548205688, 0.0028710000000000003, 0.2594593424006929]","[17105.02861258279, 29.10216911179048, 0.5980816128065529, 0.36485435961656876, -0.019932287156515082, 0.0029299999999999986, 0.35123296129492176]",272.38281,112.374,0.5906918324485753,1650.0,4200.0
"[13990.593515932504, 28.460495563154176, 0.7739194471532614, 0.11469621187091983, -0.14981870237193304, 0.001049000000000003, 0.26646399869213105]","[18680.664196062593, 28.460495563154176, 0.6266069539021063, 0.3312773784217309, -0.042293414329425204, -0.0025449999999999965, 0.35748430731292247]",272.42188,112.374,0.5907758808343695,1650.0,4200.0
"[13098.538418540964, 29.10216911179048, 0.7098952732363947, 0.23621190551172022, 0.025131984570671537, 0.005868000000000001, 0.24918474386687478]","[17798.817781110036, 29.10216911179048, 0.7113541100359912, 0.20033825765845714, -0.10143850106626354, -0.003130999999999995, 0.3461454258530654]",272.46094,112.374,0.5908599078063828,1650.0,4200.0
"[13915.219021662528, 27.21928127950858, 0.7096186478666574, 0.15277765930138232, 0.03972713243785523, 0.00545, 0.25187038233980585]","[18613.21475313518, 27.21928127950858, 0.6746742786339431, 0.3010059490464876, -0.05065911950103769, -0.0038579999999999986, 0.35708014203537]",272.5,112.374,0.5909439348768589,1650.0,4200.0
"[16296.833832333383, 27.21928127950858, 0.626886277804853, 0.27585396349074154, -0.08241247093727674, 0.012168, 0.2658127908434807]","[19276.47057356313, 20.829643042330236, 0.7401021951685207, 0.33547872851343596, -0.012641157544827409, -0.0026669999999999997, 0.3711849486590209]",272.53906,112.374,0.591027962045798,1650.0,4200.0
"[16328.880059230456, 94.86787552322802, 0.7067621570132794, 0.46905463747730547, -0.2034802878735013, -0.006734000000000006, 0.28021427023618906]","[17286.164579927397, 20.829643042330236, 0.7128960112654181, 0.8193027242735784, -0.11040796459654209, 0.011257999999999999, 0.3573719818844225]",272.57812,112.374,0.5911119893132003,1650.0,4200.0
"[19861.38475466846, 27.832970270664607, 0.7969124112542821, 0.190171806936688, -0.23093953257346544, -0.006331999999999999, 0.3017791208417176]","[20491.09675645862, 42.51426712343621, 0.5655171251120977, 0.7961585226524361, 0.04813734430056162, 0.006908000000000001, 0.3854289630217221]",272.61719,112.374,0.5911960381914606,1650.0,4200.0
"[20562.86699626424, 27.21928127950858, 0.8123285281356811, 0.104765176371163, -0.1459287274974359, -0.011957999999999998, 0.29732453352523736]","[22352.252135948012, 27.832970270664607, 0.7105862434266749, 0.3821929006274827, 0.0947284695727302, 0.008437, 0.3932415415886272]",272.65625,112.374,0.5912800656558147,1650.0,4200.0
"[26418.565380128635, 28.460495563154176, 0.7338094399715949, 0.21284287909966126, -0.15074333140847865, -0.010105000000000003, 0.2891211787036709]","[20958.06751890773, 28.460495563154176, 0.7837078913921305, -0.032235300101767006, 0.0008996434620534947, 0.010379999999999999, 0.3656152617164661]",272.69531,112.374,0.591364093218632,1650.0,4200.0
"[29301.35868267732, 28.460495563154176, 0.5691162718424595, 0.5187590260410921, -0.1391380472575901, -0.014618999999999997, 0.3139785690759801]","[20959.97281468843, 28.460495563154176, 0.809326063090887, -0.0668243032907565, 0.031224782083107604, 0.0040979999999999975, 0.3725475169639438]",272.73438,112.374,0.5914481423923837,1650.0,4200.0
"[30680.896478569917, 27.832970270664607, 0.5916517024086994, 0.5471782727075212, -0.1356514324720908, -0.0029200000000000016, 0.33404088911389274]","[21786.391291069933, 27.832970270664607, 0.8276983697261557, -0.03631397274083614, -0.041955450617368356, 0.0055520000000000005, 0.3893638649078776]",272.77344,112.374,0.5915321701521536,1650.0,4200.0
"[20890.829255614968, 27.832970270664607, 0.6714349200457583, 0.28089387311760294, -0.17484862407005006, 0.003967000000000001, 0.32689155374680456]","[20002.82931020189, 28.460495563154176, 0.7542090132335642, 0.03375200405187684, -0.05768045898325239, -0.002739999999999998, 0.39203449133972895]",272.8125,112.374,0.5916161980103873,1650.0,4200.0
"[18565.741382195672, 29.10216911179048, 0.7386841742138659, 0.6439521439167106, -0.27609749962429264, -0.006280999999999998, 0.3003197996120136]","[19019.856940017246, 29.10216911179048, 0.7187360389770692, 0.2755616056656165, 0.008735801011272212, -0.0010060000000000002, 0.3732868923013504]",272.85156,112.374,0.5917002259670848,1650.0,4200.0
"[20364.615119724862, 28.460495563154176, 0.7679937523796594, 0.7237619633465422, -0.3332793272746461, 0.006633000000000003, 0.3014566209440423]","[18702.465774637825, 22.270529046352106, 0.7505233255740049, 0.13412777969151035, -0.028127850947239453, -0.003838999999999999, 0.3534021209316662]",272.89062,112.374,0.5917842540222463,1650.0,4200.0
"[17668.28307658395, 28.460495563154176, 0.8203040144243599, 0.40335710253577783, -0.3558492696553545, 0.005266000000000002, 0.3048936753099349]","[17901.20847473595, 20.829643042330236, 0.8858809551095397, -0.2889332006584011, -0.04273506749636638, -0.0017680000000000024, 0.34837656375824133]",272.92969,112.374,0.5918683036884688,1650.0,4200.0
"[15765.432622983259, 27.832970270664607, 0.7554449756509274, 0.40890543881517694, -0.2560785640726573, 0.025674, 0.27965502270476034]","[18041.476914663835, 27.832970270664607, 0.7544873566822524, -0.08324421606959653, -0.02284353660929024, 0.005711, 0.3535652153125361]",272.96875,112.374,0.5919523319405839,1650.0,4200.0
"[12636.87954095218, 27.832970270664607, 0.8068167049520492, -0.006376721118851236, -0.010633088629313177, 0.022404, 0.2759451445197034]","[18691.650636460203, 29.10216911179048, 0.7594422087159339, 0.01224383150263364, -0.12116289812105115, -0.004015000000000002, 0.363249733344706]",273.00781,112.374,0.5920363602911636,1650.0,4200.0
"[12901.642585506255, 29.758309904755187, 0.8004526895576702, 0.24501651073312436, -0.1952190821264664, 0.016041999999999994, 0.2597273267024477]","[18293.2881295233, 29.758309904755187, 0.8339698399015534, -0.0640817321585998, -0.07367923839497219, 0.00020399999999999797, 0.36207515295032333]",273.04688,112.374,0.59212041025288,1650.0,4200.0
"[13247.925600931281, 28.460495563154176, 0.8286522894246073, 0.041494347354535055, -0.1133198136884158, 0.019539000000000004, 0.24949782860578165]","[19485.61632074822, 27.832970270664607, 0.8408109927199322, -0.12251484211414265, -0.10735134509678822, -0.0008929999999999981, 0.3610096003584946]",273.08594,112.374,0.5922044388004137,1650.0,4200.0
"[13619.299307602929, 27.832970270664607, 0.8334264661237869, -0.18430745232171608, 0.049755259806584844, 0.017568999999999998, 0.2632947535348929]","[19896.149001287096, 27.832970270664607, 0.8393958381401783, -0.10869700228337775, -0.05543126650004288, 0.00044899999999999807, 0.373254253021985]",273.125,112.374,0.5922884674464124,1650.0,4200.0
"[11975.159753512968, 27.832970270664607, 0.8290798930322427, -0.18312673031819138, -0.03424763691458249, 0.023662, 0.26846477935848495]","[17829.218004624327, 22.772642910514104, 0.8224356084979613, 0.08008180754600991, 0.015560411520621988, 0.006946, 0.3653098918507409]",273.16406,112.374,0.5923724961908757,1650.0,4200.0
"[12262.50762527088, 27.832970270664607, 0.8663200613099901, -0.2867108183037823, 0.06954593556897014, 0.005354000000000001, 0.26542973963744154]","[17221.744980468146, 28.460495563154176, 0.7567354057576898, 0.07837107028154522, 0.061881687706792726, -0.0005439999999999978, 0.3508228157688721]",273.20312,112.374,0.5924565250338041,1650.0,4200.0
"[10396.540962607309, 28.460495563154176, 0.8528447215863828, -0.14378483744447834, 0.15006116646840043, -0.0004610000000000003, 0.2467678351791416]","[18331.43774585462, 20.370370370370363, 0.6918981242394975, 0.13389376553359744, 0.05348096138252741, 0.0021700000000000027, 0.3540182185989868]",273.24219,112.374,0.5925405754879959,1650.0,4200.0
"[11801.040238480378, 29.10216911179048, 0.7235860199963785, 0.17258230972955113, 0.10178416702818824, 0.007128000000000001, 0.26656461058437597]","[21419.293366119644, 21.299270527843998, 0.6358095475929564, 0.4195717149022671, -0.010459743695179173, -0.001095999999999999, 0.3779139965441873]",273.28125,112.374,0.5926246045278797,1650.0,4200.0
"[11808.919359785787, 29.10216911179048, 0.7508497024170403, 0.04480344086920329, 0.09800200469159707, -0.0005170000000000012, 0.27335637858114814]","[20347.13627509116, 29.10216911179048, 0.6359043960758988, 0.356984988850626, 0.008290558324222127, 0.00044000000000000126, 0.37134169763170954]",273.32031,112.374,0.5927086336662287,1650.0,4200.0
"[10648.503144468672, 27.832970270664607, 0.7927241825595904, 0.020658171215683474, 0.08447716351722359, -0.018321, 0.2555828318940848]","[18086.22958455374, 39.76362692347015, 0.77812736672683, 0.04867229621900604, -0.13207983875719032, 0.012297, 0.3578174797169641]",273.35938,112.374,0.5927926844159173,1650.0,4200.0
"[10642.184159188819, 27.832970270664607, 0.7163239165578318, 0.22067673292579526, -0.07251109378400597, -0.036402000000000004, 0.2646386298256549]","[19766.323553877133, 29.10216911179048, 0.7526755825559761, -0.02684516829295802, -0.01337685326799741, 0.011372, 0.36872574851235984]",273.39844,112.374,0.5928767137512225,1650.0,4200.0
"[11659.68675104793, 26.6191235131627, 0.7707722208135263, 0.21094573226861169, -0.10050039003163973, -0.036257000000000005, 0.263704973314877]","[17722.152258734342, 39.76362692347015, 0.8256638445980425, -0.13233040834588428, 0.13960772749294792, 0.012879000000000002, 0.3553614531135869]",273.4375,112.374,0.5929607431849935,1650.0,4200.0
"[11080.09495698135, 27.21928127950858, 0.7196595901308418, 0.11224006965662969, 0.0816901118647322, -0.032518, 0.26869943370986105]","[17714.855145105434, 27.21928127950858, 0.7300585948470957, 0.04983721669070951, -0.03544320085298925, 0.009849000000000002, 0.3564491859985095]",273.47656,112.374,0.5930447727172301,1650.0,4200.0
"[10910.68881132146, 27.21928127950858, 0.6633057615431057, 0.1739863367997887, -0.11663052539814221, -0.032862999999999996, 0.28477191264413704]","[19637.15198637674, 28.460495563154176, 0.6497401801378411, 0.36691254101568704, -0.12618641656325832, 0.009887999999999997, 0.37154747671865573]",273.51562,112.374,0.5931288023479325,1650.0,4200.0
"[11471.603361448584, 27.21928127950858, 0.5864300465496155, 0.5923285330305736, -0.19164942939733984, -0.013290000000000001, 0.2835132799358788]","[20202.093858707758, 20.829643042330236, 0.6367733481162875, 0.5506578591458497, -0.14253064595098355, 0.0023710000000000003, 0.37712024522557785]",273.55469,112.374,0.593212853590101,1650.0,4200.0
"[9141.527767445534, 27.832970270664607, 0.6485889136197126, 0.5980382758782783, -0.01844765508177135, 0.0076640000000000015, 0.27247625053204183]","[20114.573536828924, 29.10216911179048, 0.6430891545726487, 0.19005616792049373, -0.09257700480989435, -0.017204, 0.38148131328283963]",273.59375,112.374,0.5932968834177608,1650.0,4200.0
"[15295.38865578257, 27.832970270664607, 0.7354939192573907, 0.24690227205346993, 0.0035464917162854694, 0.011537000000000002, 0.2699205894906871]","[19632.461901616687, 27.832970270664607, 0.8232997475830985, -0.23090888128321607, -0.05198619077477148, -0.019716, 0.3758895414134317]",273.63281,112.374,0.5933809133438869,1650.0,4200.0
"[12693.375943839523, 27.832970270664607, 0.7277529579861942, 0.1984501007186017, 0.05815788521987191, 0.016689, 0.26782517484172397]","[20148.01289672318, 27.832970270664607, 0.8631893529370978, -0.1677615532091017, -0.10546886318276834, -0.016929999999999997, 0.377646600805568]",273.67188,112.374,0.5934649648815549,1650.0,4200.0
"[10816.406135128356, 27.832970270664607, 0.6786535414574223, 0.2988341865928805, 0.11645864818601519, 0.008372999999999997, 0.26760354607329107]","[20320.09109792406, 27.832970270664607, 0.6821668977625778, 0.24530220876461328, -0.12496176673534595, -0.016384, 0.3853111762510919]",273.71094,112.374,0.5935489950046388,1650.0,4200.0
"[10764.951140918842, 28.460495563154176, 0.7072937703619214, 0.2350026101958993, 0.1317088375917619, -0.0018280000000000028, 0.2637928437543369]","[19835.78308145032, 22.270529046352106, 0.6499956035396266, 0.2795822069180969, -0.03770981577615232, -0.003530000000000001, 0.3708969737002447]",273.75,112.374,0.5936330252261893,1650.0,4200.0
"[11113.943487311959, 28.460495563154176, 0.749448548252742, 0.11169174499117052, 0.001684158949855704, 0.020005999999999996, 0.263648667669685]","[19747.135740931717, 21.779486287708007, 0.7171901255623271, 0.14124818283360208, 0.017940622938980178, 0.006217999999999999, 0.37287856263936653]",273.78906,112.374,0.5937170555462066,1650.0,4200.0
"[11236.620461524593, 27.832970270664607, 0.7900780566399507, -0.05308554600627913, -0.03974487242514384, 0.027186, 0.27214805419844545]","[21022.490868023655, 27.832970270664607, 0.6116764282806151, 0.4922503270151082, 0.10543278859579065, 0.008697000000000003, 0.38641595100487247]",273.82812,112.374,0.5938010859646906,1650.0,4200.0
"[11766.954211242268, 28.460495563154176, 0.7973826174179435, -0.08542595010193654, 0.0365638477789471, 0.027750999999999998, 0.26420978596372996]","[19348.264503217728, 28.460495563154176, 0.643848677792602, 0.37531217808804973, 0.10463627165047715, 0.011260999999999998, 0.3718515683427999]",273.86719,112.374,0.5938851379948432,1650.0,4200.0
"[13626.376997878666, 27.21928127950858, 0.690730269487274, 0.3105054824902269, -0.10793764096871593, 0.023391, 0.26962371208593655]","[16702.06866798709, 22.270529046352106, 0.7484691631387634, 0.07580587108751002, -0.11024506757526473, 0.008431999999999999, 0.35183875195322073]",273.90625,112.374,0.5939691686102865,1650.0,4200.0
"[15650.21820052183, 154.9326762611635, 0.7865510456250582, 0.15768018701464337, -0.11425864651469698, 0.012416, 0.28718151567257943]","[19297.631296386528, 39.76362692347015, 0.7450544824553149, 0.17764450534048049, -0.11984322725980108, 0.004024999999999998, 0.36320698282797376]",273.94531,112.374,0.5940531993241968,1650.0,4200.0
"[18644.23359940152, 27.832970270664607, 0.8229650954498311, 0.04555788076056588, -0.1341355394383089, 0.025772999999999997, 0.2875863200345246]","[20190.58542109056, 27.832970270664607, 0.749850395406005, 0.03637001620123881, 0.008797579211632135, -0.004268000000000001, 0.3765367049518546]",273.98438,112.374,0.5941372516498516,1650.0,4200.0
"[17100.424959335807, 27.21928127950858, 0.7901224983266542, 0.03396585413391051, -0.1919201270690178, 0.011040000000000003, 0.2873622877136107]","[18404.293941808068, 27.832970270664607, 0.7530136213955556, 0.10011669327624118, 0.01460863372189174, -0.000902000000000001, 0.3682339723545344]",274.02344,112.374,0.5942212825607218,1650.0,4200.0
"[15589.181117045198, 28.460495563154176, 0.7277529580053242, 0.22928738327653786, -0.14737161782712024, 0.009867, 0.2682901662584747]","[17917.682839776287, 29.10216911179048, 0.7714294519782999, 0.22148622167351428, -0.12100586908856506, 0.0004689999999999972, 0.3589974192650972]",274.0625,112.374,0.5943053135700594,1650.0,4200.0
"[12199.601092844896, 29.10216911179048, 0.7592724746323615, 0.10333552615576824, -0.06200887266747525, 0.010054, 0.2588822185550796]","[19393.85616104881, 29.10216911179048, 0.693156879335026, 0.601667990567794, -0.19294694610047464, -0.003952999999999999, 0.36920500645440874]",274.10156,112.374,0.5943893446778645,1650.0,4200.0
"[12347.116091409265, 27.832970270664607, 0.5851011113381556, 0.3934282954371966, -0.0856395022789106, 0.005601000000000002, 0.27981799405863805]","[19829.64410837952, 27.832970270664607, 0.6717684777344279, 0.6410216605297441, -0.13332069412929748, -0.005934999999999997, 0.37729448018093237]",274.14062,112.374,0.5944733758841376,1650.0,4200.0
"[12235.620690018388, 27.832970270664607, 0.5987321421101753, 0.7551573117392514, -0.16187015794974943, 0.029162, 0.2836250372516503]","[17858.327464496844, 22.270529046352106, 0.7592793353977456, 0.3792502798036623, 0.004765088557980916, -0.0055030000000000035, 0.3713432912966114]",274.17969,112.374,0.5945574287022817,1650.0,4200.0
"[10743.407811913758, 27.832970270664607, 0.6543417906436935, 0.5575400920546247, -0.057443476706304446, 0.01057, 0.2638347837189024]","[19830.911489340586, 23.286077490589925, 0.729296409121628, 0.2900904168224976, 0.05975236546993166, 0.0023369999999999975, 0.3676253982398387]",274.21875,112.374,0.5946414601055157,1650.0,4200.0
"[10983.03069667461, 26.6191235131627, 0.6893586943695617, 0.20048771085154238, 0.00870943937834583, 0.007412000000000003, 0.262337790369592]","[19483.102866791392, 20.829643042330236, 0.7074121464119755, 0.3223482902792605, -0.0036156776537976175, 0.004468, 0.3649162383013395]",274.25781,112.374,0.5947254916072178,1650.0,4200.0
"[14433.407997670294, 28.460495563154176, 0.7830293302495108, 0.145421702568576, -0.02787566560792481, 0.018251999999999997, 0.3102145845958891]","[18059.860162748315, 28.460495563154176, 0.7070770218991334, 0.23282168746386267, -0.05754777404702654, 0.002512000000000002, 0.36452560384148597]",274.29688,112.374,0.5948095447208669,1650.0,4200.0
"[16136.336885551145, 28.460495563154176, 0.7854242973377861, 0.22655454203004766, -0.01470452400730562, 0.010685000000000002, 0.3139087411573625]","[19615.660265247923, 28.460495563154176, 0.751531538713536, -0.025704824797258663, 0.0235581512190607, 0.002383, 0.37373948454906397]",274.33594,112.374,0.5948935764195304,1650.0,4200.0
"[16196.648063140507, 28.460495563154176, 0.7325973155078961, 0.22184277337124625, -0.010319181232692182, 0.030401000000000004, 0.28381539810059636]","[19569.042821603627, 28.460495563154176, 0.7129995247539481, 0.1437797725732084, 0.009919382973951568, 0.0017509999999999987, 0.3751863843465005]",274.375,112.374,0.5949776082166626,1650.0,4200.0
